"Human Gene" "Gene"
"8459" "SLC25A17" "Slc25a17"
"8460" "CNTD1" "Cntd1"
"8461" "MYLK" "Mylk"
"8462" "SCAND1" "Scand1"
"8463" "GDPGP1" "Gdpgp1"
"8464" "CBX4" "Cbx4"
"8465" "DNAJC5" "Dnajc5"
"8466" "UST" "Ust"
"8467" "COX7A2L" "Cox7a2l"
"8468" "EPS8L1" "Eps8l1"
"8469" "ST13" "St13"
"8470" "PIK3CB" "Pik3cb"
"8471" "INF2" "Inf2"
"8472" "TBC1D16" "Tbc1d16"
"8473" "SRRD" "Srrd"
"8474" "KCNG3" "Kcng3"
"8475" "MRPL32" "Mrpl32"
"8476" "MTA3" "Mta3"
"8477" "SASH1" "Sash1"
"8478" "BHLHE22" "Bhlhe22"
"8479" "PITHD1" "Pithd1"
"8480" "CYP7B1" "Cyp7b1"
"8481" "PSMA2" "Psma2"
"8482" "HPS4" "Hps4"
"8483" "BECN1" "Becn1"
"8484" "ABHD4" "Abhd4"
"8485" "TREH" "Treh"
"8486" "ARHGEF2" "Arhgef2"
"8487" "TECTB" "Tectb"
"8488" "C7orf25" "AW209491"
"8489" "MUTYH" "Mutyh"
"8490" "EIF2D" "Eif2d"
"8491" "FRMD5" "Frmd5"
"8492" NA "Gm9930"
"8493" "XPNPEP3" "Xpnpep3"
"8494" "NTRK2" "Ntrk2"
"8495" "SAMD5" "Samd5"
"8496" "THSD4" "Thsd4"
"8497" "HACD2" "Hacd2"
"8498" "JAKMIP1" "Jakmip1"
"8499" NA "Gucy2g"
"8500" "PTPN20" "Ptpn20"
"8501" NA "Dynap"
"8502" "ADCY5" "Adcy5"
"8503" "C18orf54" "4930503L19Rik"
"8504" "GAB2" "Gab2"
"8505" "DNAJB7" "Dnajb7"
"8506" "ACSL5" "Acsl5"
"8507" "RBX1" "Rbx1"
"8508" "SIVA1" "Siva1"
"8509" "CCDC40" "Ccdc40"
"8510" "HPDL" "Hpdl"
"8511" "GDF10" "Gdf10"
"8512" "GDF2" "Gdf2"
"8513" "AKT1" "Akt1"
"8514" "SEC22A" "Sec22a"
"8515" "RBP3" "Rbp3"
"8516" NA "Vmn1r114"
"8517" NA "Gm5218"
"8518" NA "Vmn1r115"
"8519" "EP300" "Ep300"
"8520" NA "Vmn1r116"
"8521" NA "Vmn1r117"
"8522" "OXA1L" "Oxa1l"
"8523" "USP35" "Usp35"
"8524" "STXBP5" "Stxbp5"
"8525" "FOCAD" "Focad"
"8526" "ZDHHC6" "Zdhhc6"
"8527" "PDIA5" "Pdia5"
"8528" "LRRC49" "Lrrc49"
"8529" "HAAO" "Haao"
"8530" "ASPHD2" "Asphd2"
"8531" NA "Vmn1r118"
"8532" "TTLL13" "Ttll13"
"8533" "ZNF488" "Zfp488"
"8534" "SEMA5B" "Sema5b"
"8535" "C4orf50" "Gm1043"
"8536" "SLC7A7" "Slc7a7"
"8537" "CD36" "Cd36"
"8538" "ZBTB42" "Zbtb42"
"8539" "PLD4" "Pld4"
"8540" "ZFP36L2" "Zfp36l2"
"8541" "THADA" "Thada"
"8542" "KCTD21" "Kctd21"
"8543" "L3MBTL2" "L3mbtl2"
"8544" NA "Vmn1r119"
"8545" NA "Vmn1r120"
"8546" NA "Vmn1r121"
"8547" "NGRN" "Ngrn"
"8548" NA "Vmn1r122"
"8549" "ALG8" "Alg8"
"8550" NA "A730018C14Rik"
"8551" "MYO18A" "Myo18a"
"8552" "C14orf180" "A530016L24Rik"
"8553" "TMEM179" "Tmem179"
"8554" "NDUFC2" "Ndufc2"
"8555" "AHNAK2" "Ahnak2"
"8556" "HSPBAP1" "Hspbap1"
"8557" "PPP1R12C" "Ppp1r12c"
"8558" "CDCA4" "Cdca4"
"8559" NA "Gpr132"
"8560" "DOK4" "Dok4"
"8561" "NPY4R2" "Npy4r"
"8562" "NPY4R" "Npy4r"
"8563" "PARP14" "Parp14"
"8564" "VEGFA" "Vegfa"
"8565" NA "Rpl23a-ps3"
"8566" "MRPL52" "Mrpl52"
"8567" "JAG2" "Jag2"
"8568" "NEUROD4" "Neurod4"
"8569" "ZSWIM5" "Zswim5"
"8570" "GPRIN2" "Gprin2"
"8571" "OLA1" "Ola1"
"8572" "MMP14" "Mmp14"
"8573" "TESPA1" "Tespa1"
"8574" "DTX3L" "Dtx3l"
"8575" "RPL11" "Rpl11"
"8576" "TRIM67" "Trim67"
"8577" "NUDT14" "Nudt14"
"8578" "THRSP" "Thrsp"
"8579" "FBXO38" "Fbxo38"
"8580" "PARP9" "Parp9"
"8581" "KCTD14" "Kctd14"
"8582" "BRF1" "Brf1"
"8583" "VTI1A" "Vti1a"
"8584" NA "Vmn2r84"
"8585" "SYT15B" "Syt15"
"8586" "SYT15" "Syt15"
"8587" "ID3" "Id3"
"8588" "TGFBR3L" "Tgfbr3l"
"8589" NA "Vmn2r85"
"8590" NA "Vmn1r135"
"8591" "E2F2" "E2f2"
"8592" "CCDC102A" "Ccdc102a"
"8593" NA "Vmn2r86"
"8594" NA "Gm5891"
"8595" NA "Vmn2r87"
"8596" "LARP6" "Larp6"
"8597" "CHADL" "Chadl"
"8598" "SPINK9" "Spink10"
"8599" NA "Vmn1r137"
"8600" NA "Vmn1r138"
"8601" "A4GNT" "A4gnt"
"8602" NA "Gm6176"
"8603" "BTBD6" "Btbd6"
"8604" "UROD" "Urod"
"8605" "C1orf131" "2810004N23Rik"
"8606" "CDH23" "Cdh23"
"8607" NA "Vmn1r139"
"8608" "RANGAP1" "Rangap1"
"8609" "UACA" "Uaca"
"8610" NA "Gm16451"
"8611" NA "Vmn1r142"
"8612" "SNAPC2" "Snapc2"
"8613" "VPS33B" "Vps33b"
"8614" "CHKA" "Chka"
"8615" NA "9230104M06Rik"
"8616" "PACS2" "Pacs2"
"8617" "ESRRG" "Esrrg"
"8618" "KPNA1" "Kpna1"
"8619" "GLI3" "Gli3"
"8620" "CTXN1" "Ctxn1"
"8621" NA "Dmrtc1b"
"8622" "GNAT3" "Gnat3"
"8623" "ADGRG5" "Adgrg5"
"8624" "CNBD2" "Cnbd2"
"8625" "PLEKHH2" "Plekhh2"
"8626" "SPINK7" "Spink7"
"8627" "ASAP3" "Asap3"
"8628" "GLUD1" "Glud1"
"8629" "GLUD2" "Glud1"
"8630" "SYT4" "Syt4"
"8631" "GNAI1" "Gnai1"
"8632" "SLC25A46" "Slc25a46"
"8633" NA "Dmrtc1c1"
"8634" NA "B930094E09Rik"
"8635" "CRMP1" "Crmp1"
"8636" "AMMECR1L" "Ammecr1l"
"8637" NA "Dmrtc1c2"
"8638" "SNCG" "Sncg"
"8639" "TCEA3" "Tcea3"
"8640" "INHBA" "Inhba"
"8641" "MMRN2" "Mmrn2"
"8642" NA "1700031F05Rik"
"8643" "TIMM44" "Timm44"
"8644" "TEX22" "Tex22"
"8645" "SP9" "Sp9"
"8646" "WDR5B" "Wdr5b"
"8647" "FAM162A" "Fam162a"
"8648" "POLR2D" "Polr2d"
"8649" "MRPS18A" "Mrps18a"
"8650" "MTA1" "Mta1"
"8651" "CIR1" "Cir1"
"8652" NA "Vmn1r143"
"8653" NA "Dmrtc1a"
"8654" "TCIRG1" "Tcirg1"
"8655" "SUGCT" "Sugct"
"8656" "INTS4" "Ints4"
"8657" NA "Gm6665"
"8658" "MRO" "Mro"
"8659" "BMPR1A" "Bmpr1a"
"8660" "HECTD3" "Hectd3"
"8661" "RSPH9" "Rsph9"
"8662" "ZC3H7B" "Zc3h7b"
"8663" "MPLKIP" "Mplkip"
"8664" "GNPAT" "Gnpat"
"8665" "MAPK4" "Mapk4"
"8666" "DYNC2LI1" "Dync2li1"
"8667" "CDK13" "Cdk13"
"8668" NA "Col7a1"
"8669" "CSTA" "Csta1"
"8670" "CSTA" "Stfa2l1"
"8671" "SKA1" "Ska1"
"8672" "MAD2L1BP" "Mad2l1bp"
"8673" "SCRN3" "Scrn3"
"8674" "ABCG5" "Abcg5"
"8675" "CSTA" "Stfa1"
"8676" NA "9230112D13Rik"
"8677" "ADGRB3" "Adgrb3"
"8678" "LDB3" "Ldb3"
"8679" NA "Vmn1r148"
"8680" NA "Vmn1r149"
"8681" NA "Gm10665"
"8682" NA "Vmn1r151"
"8683" NA "Vmn1r152"
"8684" "CXXC1" "Cxxc1"
"8685" "EVC" "Evc"
"8686" "TEF" "Tef"
"8687" NA "Gm4565"
"8688" "CSTA" "Stfa2"
"8689" "ZCCHC13" "Zcchc13"
"8690" NA "Vmn1r155"
"8691" NA "Rhox6"
"8692" "CSTA" "Stfa3"
"8693" "RCCD1" "Rccd1"
"8694" "ZNF436" "Zfp46"
"8695" "CASR" "Casr"
"8696" "ARMC3" "Armc3"
"8697" NA "Rhox7a"
"8698" "SLC39A6" "Slc39a6"
"8699" NA "Rhox8"
"8700" "GTPBP2" "Gtpbp2"
"8701" "EIF2B3" "Eif2b3"
"8702" NA "Rhox7b"
"8703" "EXOC8" "Exoc8"
"8704" NA "Gm8444"
"8705" NA "Rhox9"
"8706" "SPRTN" "Sprtn"
"8707" "TOB2" "Tob2"
"8708" "PHF5A" "Phf5a"
"8709" "VPS41" "Vps41"
"8710" "EGLN1" "Egln1"
"8711" NA "Rhox5"
"8712" "CD86" "Cd86"
"8713" "TSNAX" "Tsnax"
"8714" "ACO2" "Aco2"
"8715" "CYLC1" "Cylc1"
"8716" "CCNB3" "Ccnb3"
"8717" NA "Gm4567"
"8718" NA "Vmn1r157"
"8719" "ELP2" "Elp2"
"8720" NA "Vmn1r158"
"8721" "ELAVL1" "Elavl1"
"8722" NA "Vmn1r159"
"8723" NA "Vmn1r160"
"8724" "PTCH2" "Ptch2"
"8725" "NDUFS8" "Ndufs8"
"8726" "AAMDC" "Aamdc"
"8727" "ILDR1" "Ildr1"
"8728" NA "Ccl25"
"8729" "DGKK" "Dgkk"
"8730" "UCKL1" "Uckl1"
"8731" "AMPH" "Amph"
"8732" "EVC2" "Evc2"
"8733" "POLR3H" "Polr3h"
"8734" "POLH" "Polh"
"8735" "VSIG1" "Vsig1"
"8736" "BTBD19" "Btbd19"
"8737" "CRIP2" "Crip2"
"8738" "ABCG8" "Abcg8"
"8739" NA "Vmn1r163"
"8740" "ADGRG1" "Adgrg1"
"8741" NA "Gm10662"
"8742" "CSDC2" "Csdc2"
"8743" NA "Vmn1r165"
"8744" "ALDH3B1" "Aldh3b1"
"8745" NA "Vmn1r166"
"8746" "HNRNPR" "Hnrnpr"
"8747" NA "Gm6902"
"8748" "PMM1" "Pmm1"
"8749" "STK32B" "Stk32b"
"8750" "RSF1" "Rsf1"
"8751" "SLC15A2" "Slc15a2"
"8752" "CRIP1" "Crip1"
"8753" "PSMD10" "Psmd10"
"8754" "UCN2" "Ucn2"
"8755" "ALDH3B2" "Aldh3b3"
"8756" "CYTL1" "Cytl1"
"8757" "DZIP1L" "Dzip1l"
"8758" "MOCOS" "Mocos"
"8759" "NDUFB3" "Ndufb3"
"8760" "ALDH3B2" "Aldh3b2"
"8761" "GAS1" "Gas1"
"8762" "MSX1" "Msx1"
"8763" "ATG4A" "Atg4a"
"8764" NA "Gm5084"
"8765" "RASSF5" "Rassf5"
"8766" "NLRP4" "Nlrp4e"
"8767" "ACY3" "Acy3"
"8768" "SEZ6L" "Sez6l"
"8769" "DAPK1" "Dapk1"
"8770" "PARD6G" "Pard6g"
"8771" "TMEM121" "Tmem121"
"8772" "MSRB2" "Msrb2"
"8773" "XRCC6" "Xrcc6"
"8774" "ADNP2" "Adnp2"
"8775" "PLEKHG3" "Plekhg3"
"8776" "TEAD1" "Tead1"
"8777" "RBFA" "Rbfa"
"8778" "PTF1A" "Ptf1a"
"8779" "XPO5" "Xpo5"
"8780" NA "Tbx10"
"8781" "SYCP3" "1700013H16Rik"
"8782" NA "Zfp36l3"
"8783" "SYCP3" "Xlr"
"8784" NA "4931408C20Rik"
"8785" "TXNL4A" "Txnl4a"
"8786" NA "Nudt8"
"8787" NA "Gm597"
"8788" "DMRTA1" "Dmrta1"
"8789" "HSBP1L1" "Hsbp1l1"
"8790" NA "Doc2g"
"8791" "USH2A" "Ush2a"
"8792" "KLF18" "Zfp352"
"8793" "PLK3" "Plk3"
"8794" "SPTB" "Sptb"
"8795" "DESI1" "Desi1"
"8796" "CERS4" "Cers4"
"8797" NA "Gm15013"
"8798" "NDUFV1" "Ndufv1"
"8799" NA "Gm15294"
"8800" "PHLDB1" "Phldb1"
"8801" "LRPPRC" "Lrpprc"
"8802" "SOX3" "Sox3"
"8803" "EAF2" "Eaf2"
"8804" "GPR143" "Gpr143"
"8805" NA "4930407I10Rik"
"8806" "FBXO4" "Fbxo4"
"8807" "OPN4" "Opn4"
"8808" "USP51" "Usp51"
"8809" "MAGEH1" "Mageh1"
"8810" "C10orf67" "4921504E06Rik"
"8811" "SHROOM2" "Shroom2"
"8812" "RPS8" "Rps8"
"8813" "OXCT1" "Oxct1"
"8814" "GSTP1" "Gstp1"
"8815" "MAGEB6" "Mageb3"
"8816" "MAGEB6B" "Mageb3"
"8817" "IQCB1" "Iqcb1"
"8818" "OTUD1" "Otud1"
"8819" "WAPL" "Wapl"
"8820" "ZNF512B" "Zfp512b"
"8821" "ELAVL2" "Elavl2"
"8822" NA "Zfp958"
"8823" "PGRMC1" "Pgrmc1"
"8824" NA "Akap17b"
"8825" "ADGRG3" "Adgrg3"
"8826" "GSTP1" "Gstp2"
"8827" "POLR1C" "Polr1c"
"8828" "KCNG2" "Kcng2"
"8829" "SLC25A43" "Slc25a43"
"8830" "SLC25A5" "Slc25a5"
"8831" "CTDP1" "Ctdp1"
"8832" "MEI1" "Mei1"
"8833" "IKBKE" "Ikbke"
"8834" "UBE2A" "Ube2a"
"8835" "ZNF703" "Zfp703"
"8836" "GOLGB1" "Golgb1"
"8837" "CABP2" "Cabp2"
"8838" "SHCBP1" "Shcbp1"
"8839" "YIPF3" "Yipf3"
"8840" "LRP4" "Lrp4"
"8841" "CHURC1" "Churc1"
"8842" "MYO18B" "Myo18b"
"8843" "FNTB" "Fntb"
"8844" NA "BC051665"
"8845" "GRID1" "Grid1"
"8846" "HCLS1" "Hcls1"
"8847" "CDK2AP2" "Cdk2ap2"
"8848" NA "Ctsll3"
"8849" "DRC7" "Drc7"
"8850" NA "4930596D02Rik"
"8851" NA "4930486L24Rik"
"8852" NA "4930474N05Rik"
"8853" "ARMC1" "Armc1"
"8854" "PITPNM1" "Pitpnm1"
"8855" "LRRC73" "Lrrc73"
"8856" "CFLAR" "Cflar"
"8857" "CCSER2" "Ccser2"
"8858" "GPX2" "Gpx2"
"8859" "RAP1GDS1" "Rap1gds1"
"8860" "RAB15" "Rab15"
"8861" "FBXO40" "Fbxo40"
"8862" "ESCO1" "Esco1"
"8863" "SLC10A2" "Slc10a2"
"8864" NA "Ctla2b"
"8865" "IZUMO3" "Izumo3"
"8866" "PPM1B" "Ppm1b"
"8867" "ASB15" "Asb15"
"8868" "POLQ" "Polq"
"8869" "NCOR2" "Ncor2"
"8870" "PRPF6" "Prpf6"
"8871" "LMOD2" "Lmod2"
"8872" NA "Zfp808"
"8873" "KIF2C" "Kif2c"
"8874" "KATNB1" "Katnb1"
"8875" NA "Abcg2"
"8876" NA "Gm5141"
"8877" "FBP2" "Fbp2"
"8878" "CASP8" "Casp8"
"8879" "MAX" "Max"
"8880" "NKRF" "Nkrf"
"8881" "AIP" "Aip"
"8882" "FBP1" "Fbp1"
"8883" "COQ6" "Coq6"
"8884" "RASSF10" "Rassf10"
"8885" "FANCC" "Fancc"
"8886" "CABP4" "Cabp4"
"8887" "PAK1" "Pak1"
"8888" "SIPA1L2" "Sipa1l2"
"8889" "GPR152" "Gpr152"
"8890" "PLCXD3" "Plcxd3"
"8891" "CORO1B" "Coro1b"
"8892" "DDX47" "Ddx47"
"8893" "TRAK2" "Trak2"
"8894" "C6" "C6"
"8895" "TUSC1" "Tusc1"
"8896" "SLC3A1" "Slc3a1"
"8897" "SAMD10" "Samd10"
"8898" "TJAP1" "Tjap1"
"8899" "SNRPD1" "Snrpd1"
"8900" "STXBP5L" "Stxbp5l"
"8901" "C20orf204" "Gm29797"
"8902" "CAAP1" "Caap1"
"8903" "RGR" "Rgr"
"8904" "GPR155" "Gpr155"
"8905" "MED12L" "Med12l"
"8906" "ABHD3" "Abhd3"
"8907" "TMEM53" "Tmem53"
"8908" "PTPRCAP" "Ptprcap"
"8909" "RANBP3L" "Ranbp3l"
"8910" "GDPD4" "Gdpd4"
"8911" "SRGAP2" "Srgap2"
"8912" "RPS6KB2" "Rps6kb2"
"8913" "NADK2" "Nadk2"
"8914" "PLAA" "Plaa"
"8915" "LRIT1" "Lrit1"
"8916" "SKP2" "Skp2"
"8917" "LRIT2" "Lrit2"
"8918" "CDHR1" "Cdhr1"
"8919" "WASL" "Wasl"
"8920" "SOWAHD" "Sowahd"
"8921" "PRC1" "Prc1"
"8922" "KDM5C" "Kdm5c"
"8923" "CLDN18" "Cldn18"
"8924" "MIB1" "Mib1"
"8925" "GHITM" "Ghitm"
"8926" "ENTPD5" "Entpd5"
"8927" "IFT74" "Ift74"
"8928" "MAP10" "Map10"
"8929" "ERLIN2" "Erlin2"
"8930" "PREPL" "Prepl"
"8931" "CYP26B1" "Cyp26b1"
"8932" "SOX14" "Sox14"
"8933" "NRG3" "Nrg3"
"8934" "IL20RB" "Il20rb"
"8935" "SLC29A3" "Slc29a3"
"8936" "UGT3A2" "Ugt3a2"
"8937" NA "Hyal6"
"8938" "HYAL4" "Hyal4"
"8939" "ARCN1" "Arcn1"
"8940" "SHPRH" "Shprh"
"8941" "LRRC19" "Lrrc19"
"8942" "SPAM1" "Spam1"
"8943" "UGT3A2" "Ugt3a1"
"8944" "SH2D4B" "Sh2d4b"
"8945" "RNF220" "Rnf220"
"8946" "SPAM1" "Hyal5"
"8947" "LMBRD2" "Lmbrd2"
"8948" "KHDRBS2" "Khdrbs2"
"8949" "TMEM229A" "Tmem229a"
"8950" "CARNS1" "Carns1"
"8951" "HERC3" "Herc3"
"8952" "TSPAN14" "Tspan14"
"8953" "GATA6" "Gata6"
"8954" "EFNB2" "Efnb2"
"8955" "FAM72D" "Fam72a"
"8956" "FAM72B" "Fam72a"
"8957" "FAM72C" "Fam72a"
"8958" "FAM72A" "Fam72a"
"8959" "PFKFB4" "Pfkfb4"
"8960" "ASXL3" "Asxl3"
"8961" "CAMKMT" "Camkmt"
"8962" "TBC1D10C" "Tbc1d10c"
"8963" "AVPR1B" "Avpr1b"
"8964" "BBOF1" "Bbof1"
"8965" "RXFP4" "Rxfp4"
"8966" "DLK2" "Dlk2"
"8967" "SYT6" "Syt6"
"8968" "ARGLU1" "Arglu1"
"8969" "DARS2" "Dars2"
"8970" "KDM3B" "Kdm3b"
"8971" "SOX18" "Sox18"
"8972" "RNF113A" "Rnf113a2"
"8973" "ALDH6A1" "Aldh6a1"
"8974" "NTPCR" "Ntpcr"
"8975" "PTCH1" "Ptch1"
"8976" "CTDSPL2" "Ctdspl2"
"8977" "LRRK2" "Lrrk2"
"8978" "VSX2" "Vsx2"
"8979" "ABCC10" "Abcc10"
"8980" "GPR37" "Gpr37"
"8981" "NAP1L5" "Nap1l5"
"8982" "EXOC6B" "Exoc6b"
"8983" "ABCD4" "Abcd4"
"8984" "TNNI3" "Tnni3"
"8985" "PCNX2" "Pcnx2"
"8986" "EPHB2" "Ephb2"
"8987" "DYDC2" "Dydc2"
"8988" "DYDC1" "Dydc1"
"8989" "PRIM2" "Prim2"
"8990" "GPR171" "Gpr171"
"8991" "FBXO30" "Fbxo30"
"8992" "ATG4A" "Atg4a-ps"
"8993" "PPP1CA" "Ppp1ca"
"8994" "MAT1A" "Mat1a"
"8995" "DNAAF3" "Dnaaf3"
"8996" "STPG2" "Stpg2"
"8997" "REEP2" "Reep2"
"8998" NA "Cdr1"
"8999" "RPS6KA6" "Rps6ka6"
"9000" "CTSE" "Ctse"
"9001" "UNC5B" "Unc5b"
"9002" "EGR1" "Egr1"
"9003" "SYT5" "Syt5"
"9004" "ETF1" "Etf1"
"9005" "NCK1" "Nck1"
"9006" "RNASE3" "Ear1"
"9007" "RNASE2" "Ear1"
"9008" "LIN52" "Lin52"
"9009" NA "Smgc"
"9010" "NLRP5" "Nlrp5"
"9011" NA "Gm5878"
"9012" "DHRS4" "Dhrs4"
"9013" "P2RY14" "P2ry14"
"9014" "RAD9A" "Rad9a"
"9015" "HSPA9" "Hspa9"
"9016" "POT1" "Pot1a"
"9017" "DICER1" "Dicer1"
"9018" "SLC35G2" "Slc35g2"
"9019" "CENPF" "Cenpf"
"9020" "IFT46" "Ift46"
"9021" "GPR87" "Gpr87"
"9022" "CDC14C" "Cdc14b"
"9023" "CDC14B" "Cdc14b"
"9024" "P2RY13" "P2ry13"
"9025" "CLCF1" "Clcf1"
"9026" "SPR" "Spr"
"9027" "PDHA2" "Pdha2"
"9028" "P2RY12" "P2ry12"
"9029" "STRADB" "Stradb"
"9030" "UBE2D2" "Ube2d2a"
"9031" "C1QB" "C1qb"
"9032" "POLD4" "Pold4"
"9033" "PTGDR" "Ptgdr"
"9034" "EPM2A" "Epm2a"
"9035" "C1QC" "C1qc"
"9036" "EIF3J" "Eif3j1"
"9037" "MTFR1" "Mtfr1"
"9038" "FAM13A" "Fam13a"
"9039" "SSH3" "Ssh3"
"9040" "C1QA" "C1qa"
"9041" "EPHA8" "Epha8"
"9042" "PCBD1" "Pcbd1"
"9043" "PTGER2" "Ptger2"
"9044" "FAM110C" "Fam110c"
"9045" "TCEA2" "Tcea2"
"9046" "SGPL1" "Sgpl1"
"9047" "LAMB1" "Lamb1"
"9048" "ZBTB40" "Zbtb40"
"9049" "ZNF318" "Zfp318"
"9050" "MYOZ3" "Myoz3"
"9051" "SYNPO" "Synpo"
"9052" "TMEM25" "Tmem25"
"9053" "EMX1" "Emx1"
"9054" "NDST1" "Ndst1"
"9055" "TIGD2" "Tigd2"
"9056" "TEK" "Tek"
"9057" "GPRIN3" "Gprin3"
"9058" "CRIP3" "Crip3"
"9059" "RAB7B" "Rab7b"
"9060" "KCNK1" "Kcnk1"
"9061" "SLC35F3" "Slc35f3"
"9062" "GRM8" "Grm8"
"9063" "SPG11" "Spg11"
"9064" "RPS14" "Rps14"
"9065" "GSDMD" "Gsdmd"
"9066" "COA6" "Coa6"
"9067" "SHISA5" "Shisa5"
"9068" NA "Zfp709"
"9069" "ANKRD13D" "Ankrd13d"
"9070" "SFXN5" "Sfxn5"
"9071" "TARBP1" "Tarbp1"
"9072" "UTRN" "Utrn"
"9073" "MROH6" "Mroh6"
"9074" "SLC22A7" "Slc22a7"
"9075" "GTF2E1" "Gtf2e1"
"9076" "NAPRT" "Naprt"
"9077" "CD74" "Cd74"
"9078" "RANBP1" "Ranbp1"
"9079" NA "Zfp882"
"9080" "WIPF1" "Wipf1"
"9081" "HDX" "Hdx"
"9082" "UNC45A" "Unc45a"
"9083" "IRF2BP2" "Irf2bp2"
"9084" "IGSF10" "Igsf10"
"9085" "PTPN14" "Ptpn14"
"9086" "ADGRA2" "Adgra2"
"9087" "TRMT2A" "Trmt2a"
"9088" "ITPR1" "Itpr1"
"9089" NA "Gm5093"
"9090" "TTBK1" "Ttbk1"
"9091" "WNT4" "Wnt4"
"9092" "TCOF1" "Tcof1"
"9093" "TIGD5" "Tigd5"
"9094" "CDC42" "Cdc42"
"9095" "TXNDC16" "Txndc16"
"9096" "RIT1" "Rit1"
"9097" "DNPH1" "Dnph1"
"9098" "MAGI2" "Magi2"
"9099" "CUL9" "Cul9"
"9100" NA "Ctsl"
"9101" "SLC26A9" "Slc26a9"
"9102" NA "Zfp617"
"9103" "DLD" "Dld"
"9104" "TOMM20" "Tomm20"
"9105" NA "Vmn1r167"
"9106" "PTPRH" "Ptprh"
"9107" "PATL2" "Patl2"
"9108" "KDM2A" "Kdm2a"
"9109" "KIFC3" "Kifc3"
"9110" "AADACL2" "Aadacl2"
"9111" "ZNF623" "Zfp623"
"9112" "CELA3B" "Cela3a"
"9113" "CELA3A" "Cela3a"
"9114" "AADAC" "Aadac"
"9115" NA "Zfp707"
"9116" "CHRNA1" "Chrna1"
"9117" "TTC36" "Ttc36"
"9118" "CELA3B" "Cela3b"
"9119" "CELA3A" "Cela3b"
"9120" "SYT11" "Syt11"
"9121" "SLC26A3" "Slc26a3"
"9122" NA "Ccdc166"
"9123" "TREX1" "Trex1"
"9124" "SMYD2" "Smyd2"
"9125" "MAPK15" "Mapk15"
"9126" "ATRIP" "Atrip"
"9127" "SUCNR1" "Sucnr1"
"9128" "UNC5C" "Unc5c"
"9129" NA "1700013G24Rik"
"9130" "EPB41L1" "Epb41l1"
"9131" "CDK20" "Cdk20"
"9132" "FAM83H" "Fam83h"
"9133" "FGGY" "Fggy"
"9134" "PM20D1" "Pm20d1"
"9135" "TMA7" "Tma7"
"9136" "SCRIB" "Scrib"
"9137" "CCDC51" "Ccdc51"
"9138" "STX11" "Stx11"
"9139" "SLC41A1" "Slc41a1"
"9140" NA "2410004P03Rik"
"9141" "KMT2A" "Kmt2a"
"9142" "SF3B5" "Sf3b5"
"9143" "KCNF1" "Kcnf1"
"9144" "SRF" "Srf"
"9145" "TBATA" "Tbata"
"9146" "PROX1" "Prox1"
"9147" "DIO2" "Dio2"
"9148" "DIO3" "Dio3"
"9149" "ZSWIM6" "Zswim6"
"9150" "PTK7" "Ptk7"
"9151" "SMIM15" "Smim15"
"9152" "ARSI" "Arsi"
"9153" "LAPTM4A" "Laptm4a"
"9154" "CAMK2A" "Camk2a"
"9155" "RAB29" "Rab29"
"9156" "DGCR8" "Dgcr8"
"9157" "F13A1" "F13a1"
"9158" "KLC4" "Klc4"
"9159" "PDE7A" "Pde7a"
"9160" "CPNE6" "Cpne6"
"9161" NA "4930408O17Rik"
"9162" "FRMD8" "Frmd8"
"9163" "NUCKS1" "Nucks1"
"9164" "MRPL2" "Mrpl2"
"9165" "TMEM237" "Tmem237"
"9166" "HOOK1" "Hook1"
"9167" "TANGO2" "Tango2"
"9168" "SLC25A45" "Slc25a45"
"9169" "MAPK13" "Mapk13"
"9170" "CKMT2" "Ckmt2"
"9171" "ADAMTS14" "Adamts14"
"9172" NA "D830013O20Rik"
"9173" "STAG1" "Stag1"
"9174" "TIGD3" "Tigd3"
"9175" "DPF2" "Dpf2"
"9176" "RASGRF2" "Rasgrf2"
"9177" "RAB11FIP5" "Rab11fip5"
"9178" NA "Zfp961"
"9179" "SNCA" "Snca"
"9180" "DCLRE1B" "Dclre1b"
"9181" NA "Gm17190"
"9182" "TIFAB" "Tifab"
"9183" "COMT" "Comt"
"9184" "NEUROG1" "Neurog1"
"9185" "CXCL14" "Cxcl14"
"9186" "GPR137C" "Gpr137c"
"9187" "SLC6A7" "Slc6a7"
"9188" "RBM34" "Rbm34"
"9189" "NOTO" "Noto"
"9190" "TYSND1" "Tysnd1"
"9191" NA "Gm10782"
"9192" "SLC25A48" "Slc25a48"
"9193" "NRL" "Nrl"
"9194" NA "Vmn1r168"
"9195" "TNFSF4" "Tnfsf4"
"9196" "AIFM2" "Aifm2"
"9197" "MMRN1" "Mmrn1"
"9198" NA "Vmn1r169"
"9199" "IL9" "Il9"
"9200" "RPS6KC1" "Rps6kc1"
"9201" "SPINK13" "Spink13"
"9202" NA "Vmn1r170"
"9203" "TMEM86B" "Tmem86b"
"9204" "BMPR1B" "Bmpr1b"
"9205" NA "Fbxl21"
"9206" "BRPF3" "Brpf3"
"9207" "TXNRD2" "Txnrd2"
"9208" "HDDC3" "Hddc3"
"9209" "MYO16" "Myo16"
"9210" "CDC42EP2" "Cdc42ep2"
"9211" "CYP2J2" "Cyp2j13"
"9212" "POLA2" "Pola2"
"9213" "APCDD1" "Apcdd1"
"9214" "LECT2" "Lect2"
"9215" "BHLHE40" "Bhlhe40"
"9216" "NAPG" "Napg"
